Group,MeanSpeed,MaxCTE,SurvivedDeg_2.0,SafePerc_2.0,SurvivedDeg_3.0,SafePerc_3.0,SurvivedDeg_4.0,SafePerc_4.0
demo_2025-02-20-1,129.58480633388672,2.777137501979116,145.51432622273103,99.3819580131502,1625.2229756775998,99.42806017853862,1625.2229756775998,99.42806017853862
train_fakeReal_se,122.86861820114397,7.057577998690013,32.413948435292326,71.33915712848312,160.8599166197507,63.30568638236387,361.49523684287533,60.575725705132385
train_sim_sees_ca,134.49780002155074,9.766474673539333,42.82979162938436,89.65766504481184,51.0940391955562,75.23082696903873,90.51497782485981,59.905713482235925
train_sim_sees_fa,101.31830791020873,9.317866978196767,32.623660643182475,69.70458381404869,51.83468830462287,48.70600207470314,154.03838718868056,33.66461474917897
train_sim_sees_si,127.01040418020956,6.484991301711361,134.1657701991852,89.04599884797486,422.4924714545539,72.96754951976283,644.9412308839104,65.70796819991945
